Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
KDM4B	KDM4B	0.0E0	0.0E0	0.9563942583890558E0	-1.045593897316357E0	1.408355558718137E0	1.472567977447252E0	0.3287627434938251E0	0.396485538979088E0
KDM4A	KDM4A	0.0E0	0.0E0	0.9814935615718156E0	-1.018855384439351E0	1.280778783155578E0	1.304928359493741E0	0.2568076717957276E0	0.2986606516594839E0
KDM3B	KDM3B	0.0E0	0.0E0	0.9793744154124395E0	-1.021059958543919E0	1.932977211863106E0	1.973685631811283E0	0.5446858818245103E0	0.6030233418783734E0
KDM3A	KDM3A	0.0E0	0.0E0	0.974167643229333E0	-1.026517362745732E0	1.411371916423303E0	1.448797777500238E0	0.3259136841008373E0	0.3737893898526551E0
KDM2B	KDM2B	0.0E0	0.0E0	0.9777062515795386E0	-1.022802092534894E0	1.451911443962077E0	1.485018063059773E0	0.3418399339165389E0	0.3918651628723738E0
KDM6A	KDM6A	0.0E0	0.0E0	0.9433176400310882E0	-1.060088307017182E0	3.548882446566215E0	3.762128784583375E0	0.8064606677451494E0	0.8644585871613801E0
KDM2A	KDM2A	0.0E0	0.0E0	1.009022848429124E0	1.009022848429124E0	2.724021368482784E0	2.699662720941968E0	0.7255083700927045E0	0.7620293983005229E0
KHSRP	KHSRP	0.0E0	0.0E0	1.001700145517241E0	1.001700145517241E0	1.113572676770034E0	1.111682654488411E0	0.1262315117841379E0	0.1398220955379894E0
KIAA0100	KIAA0100	0.0E0	0.0E0	0.9620518733679887E0	-1.039444990111771E0	1.452254364759434E0	1.509538523817147E0	0.3628039202597432E0	0.4301943219401513E0
LPAR6	.	0.0E0	0.0E0	1.009618428384401E0	1.009618428384401E0	1.26480471267307E0	1.252755176722577E0	0.2373775917211532E0	0.2579882351157682E0
LPCAT1	LPCAT1	0.0E0	0.0E0	0.9885063732119418E0	-1.011627266246865E0	1.113789544107326E0	1.126739871679637E0	0.1215898999022071E0	0.145397875553247E0
KIAA1328	KIAA1328	0.0E0	0.0E0	0.9965562772259574E0	-1.003455622981603E0	2.124402117052072E0	2.131743249829923E0	0.5271565916951594E0	0.5621798059641042E0
KIAA1257	.	0.0E0	0.0E0	0.943152249543637E0	-1.060274203325995E0	1.804509672452568E0	1.913275055353699E0	0.4680974742737225E0	0.5432614529316172E0
TSC22D1	TSC22D1	0.0E0	0.0E0	0.9671593653124476E0	-1.033955763512607E0	1.523286273452623E0	1.57501062191598E0	0.3627741920116065E0	0.4155892421813958E0
TSC22D2	TSC22D2	0.0E0	0.0E0	0.9967741751627979E0	-1.003236264459475E0	1.418333056286883E0	1.422923157148643E0	0.3245798097961172E0	0.3591088911201201E0
TSC22D3	TSC22D3	0.0E0	0.0E0	0.9969702254578735E0	-1.00303898197234E0	1.460005569455993E0	1.464442500061086E0	0.3512207163024316E0	0.3861153259222536E0
KIAA1191	KIAA1191	0.0E0	0.0E0	1.00623902252151E0	1.00623902252151E0	1.1125219040996E0	1.105623891738723E0	0.1213082149861998E0	0.1268043364800711E0
KIAA1147	.	0.0E0	0.0E0	0.9761141221795672E0	-1.02447037418852E0	1.2851169134428E0	1.316564205190742E0	0.2444223626157713E0	0.2938190869023452E0
KIAA1143	KIAA1143	0.0E0	0.0E0	0.9997084511550706E0	-1.000291633870448E0	1.061404922158557E0	1.061714463784118E0	0.06718152494333135E0	0.07640361379703811E0
KIAA1109	KIAA1109	0.0E0	0.0E0	0.9716005829637747E0	-1.029229518316668E0	2.852733583299074E0	2.936117611824689E0	0.7160106729495406E0	0.7654463837713268E0
KIAA0040	KIAA0040	0.0E0	0.0E0	0.9754831288874345E0	-1.02513305498223E0	1.420413784373376E0	1.456113122113549E0	0.3215647149938162E0	0.3738473805011494E0
LPCAT3	LPCAT3	0.0E0	0.0E0	0.9889481573416806E0	-1.011175350877873E0	1.226182594038529E0	1.23988561476725E0	0.2042243540718696E0	0.2406100993537973E0
LPCAT4	LPCAT4	0.0E0	0.0E0	0.9969723484877276E0	-1.003036846023729E0	1.058248318129138E0	1.061462055326166E0	0.06611668577140632E0	0.07981772652593135E0
KIAA0753	.	0.0E0	0.0E0	0.9761275872416876E0	-1.024456242268257E0	1.232461556294714E0	1.262602934701771E0	0.203254216496997E0	0.2447301992468642E0
KIAA0586	KIAA0586	0.0E0	0.0E0	0.9963136521627087E0	-1.003699987277389E0	1.214491921388898E0	1.218985526046529E0	0.1786410804827517E0	0.1989260755582676E0
KIAA0556	.	0.0E0	0.0E0	0.9863166673052994E0	-1.01387316381065E0	1.207167116821282E0	1.223914343979774E0	0.1881502663067782E0	0.2207484764666262E0
KIAA0513	KIAA0513	0.0E0	0.0E0	0.9880419771368841E0	-1.012102747797991E0	1.098412879715776E0	1.111706693777041E0	0.09792740940891653E0	0.1223344152426561E0
LPGAT1	LPGAT1	0.0E0	0.0E0	0.9978713333938496E0	-1.002133207493706E0	1.189303242651001E0	1.191840273240513E0	0.1736839407550923E0	0.1896110850827035E0
KIAA0355	.	0.0E0	0.0E0	0.9794096085344048E0	-1.021023268800075E0	1.610396955207121E0	1.644252763271263E0	0.4195019689423646E0	0.4683061520568602E0
KIAA0319L	KIAA0319L	0.0E0	0.0E0	0.9702215907082902E0	-1.030692379531536E0	1.496759541851402E0	1.542698653777354E0	0.3610548189018946E0	0.4108231375352187E0
LPIN1	LPIN1	0.0E0	0.0E0	0.9569879415765551E0	-1.044945245968916E0	1.781304002873775E0	1.861365149428351E0	0.4924305769915615E0	0.5596458070012305E0
KIAA0232	KIAA0232	0.0E0	0.0E0	0.9658322166449629E0	-1.035376520648407E0	1.522689263582824E0	1.576556711757069E0	0.3805238699798411E0	0.4376568499638368E0
TSC22D4	TSC22D4	0.0E0	0.0E0	1.005232122036593E0	1.005232122036593E0	1.171612449763643E0	1.165514336519574E0	0.1751745735364178E0	0.1917191058077428E0
KIAA1586	.	0.0E0	0.0E0	1.000606878026713E0	1.000606878026713E0	1.085355289044898E0	1.084697010263728E0	0.09243984506775366E0	0.1032450614809305E0
KDM1B	KDM1B	0.0E0	0.0E0	0.9923792973764208E0	-1.007679223703806E0	1.131286474724853E0	1.139973876637355E0	0.131173505722812E0	0.1539765352683503E0
TSGA10	TSGA10	0.0E0	0.0E0	0.9745973202689802E0	-1.026064795380321E0	1.187143449882046E0	1.21808610099031E0	0.157978149129759E0	0.1935962082229254E0
LRIG2	LRIG2	0.0E0	0.0E0	0.9833257159872454E0	-1.016957030352871E0	1.212531221035395E0	1.233092149754296E0	0.2035971768170673E0	0.2464993058103548E0
TSPAN32	TSPAN32	0.0E0	0.0E0	0.9806903691232522E0	-1.019689834309284E0	1.107693230937292E0	1.129503527119964E0	0.1155967613726503E0	0.1513317655902269E0
LRMP	.	0.0E0	0.0E0	0.9831052083342855E0	-1.017185130871537E0	1.424382447613363E0	1.448860646386719E0	0.3124373352547977E0	0.3475081828921309E0
RCC2	RCC2	0.0E0	0.0E0	0.981151311584356E0	-1.019210786545459E0	1.155865257188678E0	1.178070337919842E0	0.1622649414104736E0	0.1994390641126103E0
RCC1L	RCC1L	0.0E0	0.0E0	0.9891491689924162E0	-1.010969863138678E0	1.066512538664147E0	1.078212035248976E0	0.07155267968541507E0	0.09489847988602329E0
LRP5	LRP5	0.0E0	0.0E0	0.9776345296264707E0	-1.022877128104379E0	1.116975891070148E0	1.142529091619663E0	0.1165935884872098E0	0.1540717979535646E0
TSPOAP1	TSPOAP1	0.0E0	0.0E0	0.9985110899701077E0	-1.001491130188586E0	1.224863881229953E0	1.226690312740164E0	0.2015947642766392E0	0.2244140417140206E0
LRP10	LRP10	0.0E0	0.0E0	0.9904278865598678E0	-1.009664624320484E0	1.051493240839544E0	1.061655527987786E0	0.06089449944235469E0	0.08171061381253851E0
TSPYL1	TSPYL1	0.0E0	0.0E0	0.9887102703676771E0	-1.011418643024841E0	1.318938837727434E0	1.333999329487042E0	0.2903573931716716E0	0.3280722119934691E0
RCBTB2	RCBTB2	0.0E0	0.0E0	0.9875177873881985E0	-1.012639987624744E0	1.10536469188017E0	1.119336487906365E0	0.106041522034105E0	0.129503802859536E0
KCNIP2	KCNIP2	0.0E0	0.0E0	0.9896696860250592E0	-1.010438143272259E0	1.075809532159907E0	1.087038986190253E0	0.08305096021006966E0	0.1062257404414497E0
LRIG1	LRIG1	0.0E0	0.0E0	0.9277439182545847E0	-1.077883649058411E0	2.710386514538085E0	2.92148130664902E0	0.6683177642131373E0	0.7427125032763775E0
TSPYL2	TSPYL2	0.0E0	0.0E0	1.042866349690843E0	1.042866349690843E0	1.507337576637358E0	1.445379436285587E0	0.371570282675972E0	0.374078346510942E0
LRPAP1	LRPAP1	0.0E0	0.0E0	0.9978118701762553E0	-1.002192928235418E0	1.099333243034131E0	1.101744001942915E0	0.1101623407083591E0	0.124283891074725E0
TSR1	TSR1	0.0E0	0.0E0	0.9947071668433045E0	-1.005320996302351E0	1.070895751432571E0	1.076593983766148E0	0.07710286640638263E0	0.09500890390543418E0
LRPPRC	LRPPRC	0.0E0	0.0E0	0.9795517579156979E0	-1.020875101207324E0	1.644882663391573E0	1.679219755464044E0	0.4355809937538589E0	0.4897681468176447E0
KCNG2	KCNG2	0.0E0	0.0E0	0.9777710830830607E0	-1.022734275232244E0	1.078855119906625E0	1.103382109138297E0	0.07034414689856933E0	0.09874490871128694E0
RCBTB1	RCBTB1	0.0E0	0.0E0	0.9930034550685068E0	-1.007045841477974E0	1.09909833009575E0	1.10684240269831E0	0.1062340456251798E0	0.1271884826324071E0
LRRC6	.	0.0E0	0.0E0	0.9885014901939876E0	-1.011632263501956E0	1.078459183935828E0	1.091004105339473E0	0.07834303441487853E0	0.09728583882341771E0
RCAN3	RCAN3	0.0E0	0.0E0	0.971066121819022E0	-1.029795991777345E0	1.436779720617435E0	1.479589997358808E0	0.3242071468217564E0	0.3823618241830139E0
LRRC8A	LRRC8A	0.0E0	0.0E0	0.9960932991286602E0	-1.003922023042176E0	1.049719253190154E0	1.053836276288982E0	0.05663298815675108E0	0.07052872402915325E0
LRRC8B	LRRC8B	0.0E0	0.0E0	0.9938773381128521E0	-1.00616037980982E0	1.153398055383906E0	1.160503425476979E0	0.1448097689239614E0	0.165065505522825E0
KCNAB2	KCNAB2	0.0E0	0.0E0	0.9475759859611489E0	-1.055324337905921E0	2.210804920078309E0	2.333116238520795E0	0.6081080250413503E0	0.6741294067210458E0
TSPYL4	TSPYL4	0.0E0	0.0E0	1.00926593308787E0	1.00926593308787E0	1.089288218453427E0	1.079287611661207E0	0.09721146616651608E0	0.09740430776113004E0
KDM1A	KDM1A	0.0E0	0.0E0	0.9870863948733116E0	-1.013082547985423E0	1.219608793402141E0	1.235564383965269E0	0.2047200566348706E0	0.2385926073437384E0
LRIF1	LRIF1	0.0E0	0.0E0	0.9955580643547581E0	-1.004461754471469E0	1.100193347057473E0	1.105102139643187E0	0.1064193904509131E0	0.1239632778606952E0
KCNMB4	KCNMB4	0.0E0	0.0E0	0.9962347154129594E0	-1.003779515538645E0	1.059598590016933E0	1.063603359352628E0	0.05886956482450975E0	0.07137112265151362E0
KDELR2	KDELR2	0.0E0	0.0E0	0.983974198948426E0	-1.016286810232119E0	1.101979560405866E0	1.11992729238587E0	0.1112770638214984E0	0.1400845927117947E0
LPP	LPP	0.0E0	0.0E0	0.9726102678967742E0	-1.02816105587951E0	2.470935952097599E0	2.540520117519308E0	0.6037572958839175E0	0.6458428181022322E0
TSHZ1	TSHZ1	0.0E0	0.0E0	0.9860689736584787E0	-1.014127841676059E0	1.200483667678202E0	1.217443910869855E0	0.1735827943302239E0	0.2026009931544099E0
KCTD20	KCTD20	0.0E0	0.0E0	0.9886689444414019E0	-1.011460919878494E0	1.153617217120411E0	1.166838731616279E0	0.1566146925624403E0	0.1867955421659209E0
KCTD18	KCTD18	0.0E0	0.0E0	0.9863662594714105E0	-1.013822188662349E0	1.072330328778901E0	1.087152280891642E0	0.07774104037392665E0	0.1041008723367404E0
LPXN	LPXN	0.0E0	0.0E0	0.9922138354201301E0	-1.007847264674125E0	1.365445653886891E0	1.376160667331074E0	0.3049765718162679E0	0.3352147452494612E0
KCTD13	KCTD13	0.0E0	0.0E0	0.9945783215709486E0	-1.005451233262844E0	1.094145403451261E0	1.100109845268942E0	0.1001566699743866E0	0.1200040191725242E0
TSNARE1	TSNARE1	0.0E0	0.0E0	0.9623505069914263E0	-1.039122432767533E0	1.318193651672786E0	1.369764594184944E0	0.2656237189791935E0	0.3235089593827092E0
KCTD10	KCTD10	0.0E0	0.0E0	0.9969656342026352E0	-1.003043601196737E0	1.063188055340216E0	1.066423975777806E0	0.07193143576399313E0	0.08495605908839035E0
KCTD9	KCTD9	0.0E0	0.0E0	0.9942096567654048E0	-1.005824066579109E0	1.11040183653706E0	1.116868890762617E0	0.1170655243707496E0	0.1366516016822014E0
LRBA	LRBA	0.0E0	0.0E0	0.9763224800726399E0	-1.024251741008359E0	5.806869688267953E0	5.947696388017116E0	0.9072786209827057E0	0.938795306875492E0
TSPAN14	TSPAN14	0.0E0	0.0E0	0.9704067914884313E0	-1.030495673331158E0	1.464889518624265E0	1.509562310850469E0	0.3544970904838058E0	0.4102510571522179E0
KCTD5	KCTD5	0.0E0	0.0E0	0.9913046538697284E0	-1.00877161838828E0	1.041386002877976E0	1.050520643490118E0	0.04979339218747932E0	0.06612511517409624E0
KCTD2	KCTD2	0.0E0	0.0E0	0.9999603988135156E0	-1.0000396027548E0	1.030397217829141E0	1.030438024397506E0	0.03480614079212537E0	0.04165277957075763E0
TSNAX	TSNAX	0.0E0	0.0E0	0.9841234626847415E0	-1.016132668224317E0	1.1724745468158E0	1.191389689681036E0	0.1680807123819519E0	0.2064856682742504E0
LRCH3	LRCH3	0.0E0	0.0E0	0.9774837263281917E0	-1.023034934562428E0	1.9189672717302E0	1.963170557261947E0	0.5379066053658659E0	0.5938553118933279E0
LRCH4	LRCH4	0.0E0	0.0E0	0.970143470496871E0	-1.030775375406936E0	1.242145058204381E0	1.280372538680491E0	0.2374325156502977E0	0.2893775362691286E0
KCNQ5	KCNQ5	0.0E0	0.0E0	0.9099386763589621E0	-1.098975157316546E0	3.123025478148938E0	3.43212741615231E0	0.5840623839114311E0	0.6375298616463471E0
KCNQ1	KCNQ1	0.0E0	0.0E0	0.9915187806121039E0	-1.00855376575183E0	1.100059357329893E0	1.109469007385602E0	0.09145390300394463E0	0.1097705911567509E0
KCNN4	KCNN4	0.0E0	0.0E0	0.9919588537713011E0	-1.00810633041696E0	1.070227548552878E0	1.07890316668278E0	0.07794914089669674E0	0.097503003780114E0
RCL1	RCL1	0.0E0	0.0E0	0.9919927857188761E0	-1.008071847292036E0	1.130050137711161E0	1.139171729855109E0	0.1295286562887513E0	0.1516989980643089E0
TSPAN5	TSPAN5	0.0E0	0.0E0	0.9983048943629094E0	-1.00169798389917E0	1.678053044980746E0	1.680902352033076E0	0.3623627032014071E0	0.3854632376971321E0
RCHY1	RCHY1	0.0E0	0.0E0	0.9824146789958768E0	-1.017900100008784E0	1.284276994368231E0	1.307265681006403E0	0.239804375937992E0	0.2778427394881928E0
LRCH1	LRCH1	0.0E0	0.0E0	0.96453646043006E0	-1.036767443248467E0	1.730698819186503E0	1.794332189801133E0	0.4443424836871263E0	0.4933204951822814E0
TSC2	TSC2	0.0E0	0.0E0	0.987754121055978E0	-1.012397699673407E0	1.137134761247337E0	1.151232616505473E0	0.1478749046903498E0	0.1760584447393296E0
KPNA5	KPNA5	0.0E0	0.0E0	0.9870891883990467E0	-1.013079680896813E0	1.134444505540191E0	1.149282677667799E0	0.1329232889896404E0	0.1634070467910601E0
KIAA1671	KIAA1671	0.0E0	0.0E0	0.9242126173281062E0	-1.082002107795276E0	2.152418375884075E0	2.328921219563855E0	0.5664621641974865E0	0.6390007589582496E0
KIAA1958	KIAA1958	0.0E0	0.0E0	0.9867752119229252E0	-1.013402027044542E0	1.127714474465892E0	1.142828134351205E0	0.112347045909565E0	0.1355476775970791E0
KLHL36	.	0.0E0	0.0E0	0.9973707266552331E0	-1.002636204647378E0	1.050904426399559E0	1.053674825532384E0	0.05807610378380639E0	0.07118347282806939E0
KLHL32	KLHL32	0.0E0	0.0E0	0.9825335983845084E0	-1.017776900091977E0	1.09495087162547E0	1.114415703875979E0	0.0864922081718417E0	0.1120717129268154E0
KLHL28	KLHL28	0.0E0	0.0E0	0.975493087736937E0	-1.025122589356237E0	1.273622945021842E0	1.305619651264307E0	0.2429325065031875E0	0.2929846880499157E0
REPS1	REPS1	0.0E0	0.0E0	0.9566832673450109E0	-1.045278028929263E0	1.700005883508778E0	1.776978799082205E0	0.4509146829854996E0	0.5225551352805343E0
REPIN1	REPIN1	0.0E0	0.0E0	0.9982802272895913E0	-1.001722735423778E0	1.032232954873328E0	1.034011219150279E0	0.03878967340973642E0	0.04945967986948581E0
KLHL24	.	0.0E0	0.0E0	0.9698576537344197E0	-1.031079144603868E0	1.509011535424245E0	1.5559103231426E0	0.3776984434982769E0	0.439631139952592E0
KLHL22	.	0.0E0	0.0E0	0.9783380092572439E0	-1.022141622361378E0	1.192123218873846E0	1.218518760994381E0	0.1793582292564265E0	0.225055920511508E0
RELT	RELT	0.0E0	0.0E0	0.9928830115585213E0	-1.007168003036236E0	1.067244530824286E0	1.074894542861641E0	0.07893724700634219E0	0.09643537666239854E0
KLHL20	KLHL20	0.0E0	0.0E0	0.9959416374730279E0	-1.004074899948223E0	1.097910128991028E0	1.102384002918807E0	0.1021877643332193E0	0.1203211939015112E0
KLHL18	KLHL18	0.0E0	0.0E0	0.9933125175841945E0	-1.006732505930832E0	1.278669921668756E0	1.287278574499968E0	0.2455047839321193E0	0.2720376316593442E0
TRMU	TRMU	0.0E0	0.0E0	0.9833867182029017E0	-1.0168939456773E0	1.140648443361209E0	1.15991849620025E0	0.1437822368683505E0	0.1810805567823004E0
RER1	RER1	0.0E0	0.0E0	0.973563689341075E0	-1.02715416664401E0	1.154570959635651E0	1.185922371875933E0	0.1650840394890499E0	0.2091070899301765E0
KLHL15	KLHL15	0.0E0	0.0E0	1.014919268015483E0	1.014919268015483E0	1.136495316084962E0	1.119788885580231E0	0.1380168094209508E0	0.1397756389411431E0
RELCH	RELCH	0.0E0	0.0E0	0.9802375182766305E0	-1.020160911365762E0	1.97973424159784E0	2.019647488170457E0	0.5620573309231913E0	0.6164236247191537E0
KLHL12	KLHL12	0.0E0	0.0E0	0.9951607145176716E0	-1.004862818047107E0	1.154102975756992E0	1.159715168535723E0	0.1577087610138641E0	0.1813167334428955E0
KLHL11	KLHL11	0.0E0	0.0E0	1.002469361529061E0	1.002469361529061E0	1.088437254431281E0	1.085756130013883E0	0.09663988903168676E0	0.1061010726519666E0
KLHL9	KLHL9	0.0E0	0.0E0	0.9969948618625255E0	-1.003014196213469E0	1.112093091814046E0	1.115445158600417E0	0.1204100334325495E0	0.1390131583100505E0
KLHL8	KLHL8	0.0E0	0.0E0	0.9827176296561049E0	-1.017586303351394E0	1.146404655689071E0	1.16656567572747E0	0.1369358236380413E0	0.1705482038062575E0
KLHL7	KLHL7	0.0E0	0.0E0	0.994298034095508E0	-1.00573466476747E0	1.104626868000936E0	1.110961532782061E0	0.1001462380385065E0	0.1181648457489965E0
KLHL6	KLHL6	0.0E0	0.0E0	0.9329558939469704E0	-1.071862031729488E0	1.679888041343538E0	1.800608209072554E0	0.4496776268660949E0	0.5290491916235989E0
KLHL5	KLHL5	0.0E0	0.0E0	0.9612448380349945E0	-1.040317680190855E0	1.371235430508802E0	1.426520462062426E0	0.2889905102835875E0	0.3445126555858137E0
KLHL3	KLHL3	0.0E0	0.0E0	0.9753046754447344E0	-1.025320625622967E0	1.148127965347381E0	1.177199283725201E0	0.1332181859049356E0	0.1735866864104833E0
KLHL2	KLHL2	0.0E0	0.0E0	0.969751401219119E0	-1.031192116601073E0	1.476301173163027E0	1.522350131494629E0	0.3532425108322449E0	0.4109165237980161E0
RELL1	RELL1	0.0E0	0.0E0	0.9797312771352485E0	-1.020688043076483E0	1.386812197637442E0	1.415502628121157E0	0.2925515114466397E0	0.3378589521239364E0
KLHDC10	KLHDC10	0.0E0	0.0E0	0.9820863744125943E0	-1.018240376869214E0	1.210101088473587E0	1.232173788377191E0	0.1876352013801038E0	0.2247429860045301E0
KLHL42	KLHL42	0.0E0	0.0E0	0.9917066067350839E0	-1.008362748829737E0	1.09470182498105E0	1.103856541386821E0	0.0982744530896533E0	0.121038790149072E0
TRMT44	TRMT44	0.0E0	0.0E0	0.9903688541825767E0	-1.009724806850244E0	1.086295319927226E0	1.096859332095842E0	0.09503892022786155E0	0.1152560954212776E0
KPNA3	KPNA3	0.0E0	0.0E0	0.9954210182694232E0	-1.004600045253754E0	1.359206906223595E0	1.365459319501438E0	0.2937719505351772E0	0.3225891920382991E0
REXO1	REXO1	0.0E0	0.0E0	0.9890788623650709E0	-1.011041725842583E0	1.138076055706519E0	1.150642379501638E0	0.1468809565898851E0	0.1761324124573063E0
KPNA1	KPNA1	0.0E0	0.0E0	0.9780732558367884E0	-1.022418304592586E0	1.659125573922745E0	1.696320356396294E0	0.4522387870280933E0	0.5074337133518678E0
REV3L	REV3L	0.0E0	0.0E0	1.004911251721095E0	1.004911251721095E0	2.58795864364243E0	2.575310644805775E0	0.6637906957746361E0	0.7065218371524532E0
REV1	REV1	0.0E0	0.0E0	0.9732239038774231E0	-1.027512780990991E0	1.3979891704939E0	1.436451740369476E0	0.3191702127893772E0	0.3724734391850031E0
RETSAT	RETSAT	0.0E0	0.0E0	0.9878524255245111E0	-1.012296952623302E0	1.107055585938926E0	1.120668996030579E0	0.1170960796598686E0	0.1443612602282704E0
RETREG3	RETREG3	0.0E0	0.0E0	0.9920741896733782E0	-1.007989130660915E0	1.173094189512263E0	1.182466192269837E0	0.1743428506726745E0	0.2069858899986021E0
TRMT6	TRMT6	0.0E0	0.0E0	0.9983498671681971E0	-1.001652860270802E0	1.074226656884577E0	1.076002203447578E0	0.08006466852215749E0	0.09378966090762571E0
RETREG2	RETREG2	0.0E0	0.0E0	0.995198852634573E0	-1.004824309586689E0	1.044558375539107E0	1.049597648524077E0	0.05423796327146761E0	0.06817670679589141E0
KMT5B	KMT5B	0.0E0	0.0E0	0.9756170713067559E0	-1.024992314515966E0	1.66663841404866E0	1.708291565476955E0	0.449148944964104E0	0.5059431103390698E0
KMT5A	KMT5A	0.0E0	0.0E0	0.9938210305544196E0	-1.006217386486713E0	1.07931115134481E0	1.08602164591214E0	0.09006659784735957E0	0.1076924553444586E0
TRMT61B	TRMT61B	0.0E0	0.0E0	0.9940755255757575E0	-1.005959783006237E0	1.071852335023896E0	1.078240342355367E0	0.07992551589075142E0	0.09723355413605134E0
KMT2E	KMT2E	0.0E0	0.0E0	1.042103544461169E0	1.042103544461169E0	3.980745343856634E0	3.819913448154445E0	0.858509723853035E0	0.8778440847930971E0
KMT2C	KMT2C	0.0E0	0.0E0	0.967727654639842E0	-1.033348582326263E0	4.720981265042715E0	4.878419297420736E0	0.8871530904630107E0	0.9219801558952194E0
KMT2B	KMT2B	0.0E0	0.0E0	0.9965508551878417E0	-1.003461082587208E0	1.203587649291922E0	1.207753365547066E0	0.2000162794394891E0	0.2290455571253702E0
KMT2A	KMT2A	0.0E0	0.0E0	1.019522796874237E0	1.019522796874237E0	3.676048266440103E0	3.605655781028663E0	0.8231098614228688E0	0.8535795665599047E0
TRMT10B	TRMT10B	0.0E0	0.0E0	0.9932418217526253E0	-1.006804161986906E0	1.168619185352048E0	1.176570659590189E0	0.1671916377402903E0	0.1936236917606116E0
RETREG1	RETREG1	0.0E0	0.0E0	0.9188380129288682E0	-1.088331115962891E0	2.380882909830834E0	2.591188954233166E0	0.5924534103349484E0	0.6650670384756552E0
REST	REST	0.0E0	0.0E0	0.995672216607279E0	-1.004346594512266E0	1.355978290044233E0	1.361872177838491E0	0.3012249681331537E0	0.3370449397190812E0
RESF1	RESF1	0.0E0	0.0E0	0.9897514613004021E0	-1.010354658821249E0	2.533678452553807E0	2.55991382849275E0	0.6740946478874467E0	0.7201939137779335E0
TRMT11	TRMT11	0.0E0	0.0E0	0.9944449063233477E0	-1.005586125125011E0	1.164165847929603E0	1.170669024022402E0	0.1570343061519775E0	0.1790250672155854E0
RERE	RERE	0.0E0	0.0E0	0.9523719361956735E0	-1.050009940438376E0	4.12807181919134E0	4.334516444994438E0	0.8381867333879762E0	0.8835483778785647E0
TRMT13	TRMT13	0.0E0	0.0E0	0.9879345953006362E0	-1.01221275654963E0	1.093659859989268E0	1.107016461607419E0	0.09784093813609591E0	0.1234856670501016E0
KMT2D	KMT2D	0.0E0	0.0E0	0.9611007491765919E0	-1.040473645303819E0	1.781055993665366E0	1.853141822219218E0	0.5060335870865886E0	0.577232683207699E0
TSC1	TSC1	0.0E0	0.0E0	0.9842031297831748E0	-1.016050416564216E0	1.187031413445041E0	1.206083762105645E0	0.1814581939429268E0	0.217943929584006E0
RELB	RELB	0.0E0	0.0E0	0.9867350866009929E0	-1.013443236770571E0	1.160234889406572E0	1.175832201734342E0	0.1599521253687757E0	0.1878441302668555E0
